"seqnames"	"start"	"end"	"width"	"strand"	"CLL1_0d_CD4"	"CLL1_3d_CD4"	"CLL2_0d_CD4"	"CLL2_3d_CD4"	"CLL2_8d_CD4"	"CLL2_30d_CD4"	"CLL2_120d_CD4"	"CLL4_0d_CD4"	"CLL4_2d_CD4"	"CLL4_3d_CD4"	"CLL5_0d_CD4"	"CLL5_1d_CD4"	"CLL5_2d_CD4"	"CLL5_3d_CD4"	"CLL5_8d_CD4"	"CLL5_30d_CD4"	"CLL5_150d_CD4"	"CLL5_240d_CD4"	"CLL6_30d_CD4"	"CLL6_120d_CD4"	"CLL6_280d_CD4"	"CLL7_0d_CD4"	"CLL7_1d_CD4"	"CLL7_3d_CD4"	"CLL7_8d_CD4"	"CLL7_30d_CD4"	"CLL7_150d_CD4"	"CLL8_0d_CD4"	"CLL8_3d_CD4"	"consensusIDs"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"	"0"	"3"	"8"	"30"	"120"
"12965"	"chr7"	110729948	110730240	293	"*"	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	"consensus_17359"	"Promoter"	7	110731062	110765509	34448	1	"54674"	"uc003vfs.4"	-822	"ENSG00000173114"	"LRRN3"	"leucine rich repeat neuronal 3"	0.166666666666667	0.4	0.333333333333333	0.75	0
"13006"	"chr7"	127671847	127672795	949	"*"	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	"consensus_17419"	"Promoter"	7	127667124	127671002	3879	2	"64101"	"uc003vmk.3"	-845	"ENSG00000128594"	"LRRC4"	"leucine rich repeat containing 4"	0.166666666666667	0.7	0.333333333333333	0.75	0.666666666666667
"13019"	"chr7"	128580561	128580857	297	"*"	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	"consensus_17433"	"Promoter"	7	128580772	128587589	6818	1	"3663"	"uc003vok.2"	0	"ENSG00000128604"	"IRF5"	"interferon regulatory factor 5"	0	0.6	0	0.75	0.666666666666667
"13059"	"chr7"	137620554	137621113	560	"*"	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	"consensus_17483"	"Promoter"	7	137590448	137620655	30208	2	"64764"	"uc031szf.1"	0	"ENSG00000182158"	"CREB3L2"	"cAMP responsive element binding protein 3 like 2"	0.166666666666667	0.4	1	1	0.5
"13360"	"chr8"	42623594	42624209	616	"*"	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	"consensus_17909"	"Promoter"	8	42607780	42623929	16150	2	"8973"	"uc003xpj.3"	0	"ENSG00000147434"	"CHRNA6"	"cholinergic receptor nicotinic alpha 6 subunit"	0.166666666666667	0.3	1	0.75	0.166666666666667
"13454"	"chr8"	82632832	82633142	311	"*"	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	"consensus_18043"	"Promoter"	8	82613566	82633539	19974	2	"79752"	"uc003ycj.2"	397	"ENSG00000104231"	"ZFAND1"	"zinc finger AN1-type containing 1"	0.166666666666667	0.4	0.333333333333333	0.75	0.666666666666667
"13581"	"chr8"	125740504	125740949	446	"*"	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	"consensus_18217"	"Promoter"	8	125563028	125740730	177703	2	"9788"	"uc003yrj.2"	0	"ENSG00000170873"	"MTSS1"	"MTSS I-BAR domain containing 1"	0	0.4	0.333333333333333	0.75	0.833333333333333
"13648"	"chr8"	144815648	144816463	816	"*"	0	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	"consensus_18312"	"Promoter"	8	144816310	144828507	12198	1	"100128338"	"uc003yzl.1"	0	"ENSG00000203499"	"FAM83H-AS1"	"FAM83H antisense RNA 1 (head to head)"	0.166666666666667	0.7	0.666666666666667	0.75	0.166666666666667
"13660"	"chr8"	145064004	145064553	550	"*"	0	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	"consensus_18327"	"Promoter"	8	145064226	145067583	3358	1	"2907"	"uc003zan.1"	0	"ENSG00000178719"	"GRINA"	"glutamate ionotropic receptor NMDA type subunit associated protein 1"	0.166666666666667	0.7	0.666666666666667	0.75	0.833333333333333
"13701"	"chr9"	1050100	1050641	542	"*"	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	"consensus_18381"	"Promoter"	9	1050346	1057554	7209	1	"10655"	"uc003zgy.4"	0	"ENSG00000173253"	"DMRT2"	"doublesex and mab-3 related transcription factor 2"	0.166666666666667	0.7	0.333333333333333	0.75	0.666666666666667
"13706"	"chr9"	2621223	2622901	1679	"*"	0	1	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	"consensus_18387"	"Promoter"	9	2422702	2621413	198712	2	"401491"	"uc003zhh.1"	0	"ENSG00000236404"	"VLDLR-AS1"	"VLDLR antisense RNA 1"	0.166666666666667	0.7	0.666666666666667	0.75	0.666666666666667
"13758"	"chr9"	21141391	21141806	416	"*"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	"consensus_18455"	"Promoter"	9	21140631	21142144	1514	2	"3467"	"uc003zol.1"	338	"ENSG00000177047"	"IFNW1"	"interferon omega 1"	0.166666666666667	0	0.333333333333333	0.75	0.333333333333333
"13785"	"chr9"	33403372	33403754	383	"*"	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_18486"	"Promoter"	9	33385359	33402517	17159	2	"364"	"uc011loa.1"	-855	"ENSG00000165269"	"AQP7"	"aquaporin 7"	0.166666666666667	0.8	1	1	0.833333333333333
"13789"	"chr9"	33523393	33524369	977	"*"	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_18491"	"Promoter"	9	33524411	33573001	48591	1	"441459"	"uc010mjw.2"	-42	"ENSG00000230453"	"ANKRD18B"	"ankyrin repeat domain 18B"	0.166666666666667	1	0.666666666666667	0.75	0.833333333333333
"13871"	"chr9"	77501952	77502685	734	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	"consensus_18609"	"Promoter"	9	77337411	77502263	164853	2	"140803"	"uc004ajk.1"	0	"ENSG00000119121"	"TRPM6"	"transient receptor potential cation channel subfamily M member 6"	0.166666666666667	0.7	0.666666666666667	0.75	0.833333333333333
"13894"	"chr9"	87366682	87367334	653	"*"	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	"consensus_18640"	"Promoter"	9	87366894	87492813	125920	1	"4915"	"uc004aoc.3"	0	"ENSG00000148053"	"NTRK2"	"neurotrophic receptor tyrosine kinase 2"	0.166666666666667	0.6	0.666666666666667	0.75	0.666666666666667
"13904"	"chr9"	90340743	90341566	824	"*"	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	"consensus_18652"	"Promoter"	9	90340974	90346384	5411	1	"1514"	"uc004aph.3"	0	"ENSG00000135047"	"CTSL"	"cathepsin L"	0.166666666666667	1	0.333333333333333	0.75	0.833333333333333
"13932"	"chr9"	95946149	95946691	543	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	"consensus_18694"	"Promoter"	9	95947212	96021896	74685	1	"65268"	"uc010mrc.1"	-521	"ENSG00000165238"	"WNK2"	"WNK lysine deficient protein kinase 2"	0.166666666666667	0.6	0.666666666666667	0.75	0.833333333333333
"14013"	"chr9"	114360078	114360851	774	"*"	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	"consensus_18806"	"Promoter"	9	114325247	114361711	36465	2	"22949"	"uc004bfh.2"	860	"ENSG00000106853"	"PTGR1"	"prostaglandin reductase 1"	0.166666666666667	0.6	0.333333333333333	0.75	0.333333333333333
"14183"	"chr9"	133709948	133710939	992	"*"	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	"consensus_19023"	"Promoter"	9	133710831	133763062	52232	1	"25"	"uc004bzw.3"	0	"ENSG00000097007"	"ABL1"	"ABL proto-oncogene 1, non-receptor tyrosine kinase"	0.166666666666667	0.6	1	0.75	0.666666666666667
